Time,D/T,Wind Direction,Wind Speed,Temperature,Relative Humidity,PM 2.5,Atmospheric Pressure,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Smell Prediction,Hour,Date_Only
2026-02-12 13:42:00,1.33,210.9,0.0,24.7,40.22,48.0,1010.8,84.0,84.0,411.0,54.97,21.0,243.0,264.35,251.0,Ambient,13,2026-02-12
2026-02-12 13:43:00,1.26,210.9,0.0,24.71,39.97,47.5,1010.8,85.0,85.0,410.64,54.03,21.0,243.0,263.9,250.15,Ambient,13,2026-02-12
2026-02-12 13:44:00,1.23,210.9,0.0,24.72,39.72,48.17,1010.8,85.0,85.0,410.0,54.0,20.85,243.0,263.05,250.0,Ambient,13,2026-02-12
2026-02-12 13:45:00,1.18,210.9,0.0,24.69,39.65,47.67,1010.8,85.0,85.0,409.66,54.0,20.0,242.31,263.0,250.0,Ambient,13,2026-02-12
2026-02-12 13:46:00,1.18,210.9,0.0,24.7,39.48,48.33,1010.75,85.0,85.0,409.0,54.0,20.0,242.0,262.77,249.81,Ambient,13,2026-02-12
2026-02-12 13:47:00,1.99,210.9,0.0,24.65,39.54,48.4,1010.7,89.44,89.44,408.96,60.84,21.11,242.46,264.67,249.92,Ambient,13,2026-02-12
2026-02-12 13:48:00,1.95,210.9,0.0,24.63,39.49,47.86,1010.7,93.34,93.34,408.95,73.13,23.03,243.0,267.01,250.0,Ambient,13,2026-02-12
2026-02-12 13:49:00,1.72,210.9,0.0,24.68,39.32,46.83,1010.7,92.0,92.0,408.03,69.31,22.42,242.31,265.5,249.45,Ambient,13,2026-02-12
2026-02-12 13:50:00,1.66,210.9,0.0,24.67,39.2,46.5,1010.7,91.04,91.04,408.0,67.52,22.0,242.0,265.0,249.0,Ambient,13,2026-02-12
2026-02-12 13:51:00,1.59,210.9,0.0,24.68,38.96,48.33,1010.62,91.0,91.0,407.04,66.35,22.0,242.0,264.24,249.0,Ambient,13,2026-02-12
2026-02-12 13:52:00,1.58,210.9,0.0,24.66,39.0,48.0,1010.6,91.0,91.0,407.0,65.77,22.0,242.0,264.0,249.0,Ambient,13,2026-02-12
2026-02-12 13:53:00,1.46,210.9,0.0,24.65,38.83,47.5,1010.6,91.0,91.0,406.31,65.0,21.99,241.68,263.56,248.44,Ambient,13,2026-02-12
2026-02-12 13:54:00,1.41,210.9,0.0,24.64,38.7,47.33,1010.6,91.0,91.0,406.0,64.3,21.41,241.0,263.0,248.0,Ambient,13,2026-02-12
2026-02-12 13:55:00,1.41,210.9,0.0,24.64,38.56,47.0,1010.5,91.0,91.0,406.0,64.0,21.0,241.0,263.0,248.0,Ambient,13,2026-02-12
2026-02-12 13:56:00,1.42,210.9,0.0,24.63,38.51,47.67,1010.5,91.1,91.1,406.0,63.99,21.0,241.0,262.97,248.0,Ambient,13,2026-02-12
2026-02-12 13:57:00,1.4,210.9,0.0,24.6,38.58,47.83,1010.5,91.88,91.88,405.98,63.29,21.0,241.0,262.83,248.0,Ambient,13,2026-02-12
2026-02-12 13:58:00,1.37,210.9,0.0,24.61,38.55,47.6,1010.5,91.91,91.91,405.03,63.0,21.0,241.0,262.05,248.0,Ambient,13,2026-02-12
2026-02-12 13:59:00,1.35,210.9,0.0,24.61,38.47,47.0,1010.5,92.0,92.0,405.0,63.0,21.0,241.0,262.0,248.0,Ambient,13,2026-02-12
2026-02-12 14:00:00,1.35,210.9,0.0,24.6,38.4,47.67,1010.42,92.0,92.0,405.0,62.99,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:01:00,1.33,210.9,0.0,24.57,38.4,46.5,1010.4,92.0,92.0,405.0,62.18,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:02:00,1.31,210.9,0.0,24.57,38.4,47.33,1010.4,92.0,92.0,404.71,62.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:03:00,1.31,210.9,0.0,24.55,38.45,48.0,1010.4,92.0,92.0,404.0,62.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:04:00,1.31,210.9,0.0,24.54,38.52,47.0,1010.4,92.0,92.0,404.0,62.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:05:00,1.32,210.9,0.0,24.53,38.37,47.17,1010.33,92.2,92.2,404.0,62.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:06:00,1.33,210.9,0.0,24.53,38.42,47.4,1010.3,93.0,93.0,404.0,62.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:07:00,1.33,210.9,0.0,24.5,38.32,47.17,1010.3,93.0,93.0,404.0,62.0,21.0,241.0,262.0,247.88,Ambient,14,2026-02-12
2026-02-12 14:08:00,1.31,210.9,0.0,24.5,38.42,46.83,1010.3,93.0,93.0,403.99,61.58,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:09:00,1.29,210.9,0.0,24.53,38.25,47.17,1010.25,93.0,93.0,403.74,61.0,21.0,241.0,262.0,247.16,Ambient,14,2026-02-12
2026-02-12 14:10:00,1.31,210.9,0.0,24.53,38.28,46.5,1010.25,93.0,93.0,404.0,61.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:11:00,1.31,210.9,0.0,24.5,38.31,47.0,1010.2,93.0,93.0,404.0,61.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:12:00,1.33,210.9,0.0,24.46,38.42,46.83,1010.22,93.4,93.4,404.0,61.0,21.0,241.0,262.0,248.0,Ambient,14,2026-02-12
2026-02-12 14:13:00,1.41,210.9,0.0,24.46,38.53,47.83,1010.2,93.97,93.97,404.27,61.0,21.0,241.28,262.44,248.0,Ambient,14,2026-02-12
2026-02-12 14:14:00,1.45,210.9,0.0,24.46,38.71,47.83,1010.25,93.83,93.83,404.99,61.0,21.0,241.84,263.11,248.33,Ambient,14,2026-02-12
2026-02-12 14:15:00,1.57,210.9,0.0,24.46,39.35,47.5,1010.2,93.0,93.0,406.0,61.0,21.0,243.0,264.8,250.0,Ambient,14,2026-02-12
2026-02-12 14:16:00,1.58,210.9,0.0,24.44,39.59,46.67,1010.22,93.1,93.1,406.0,61.0,21.0,243.0,265.0,250.0,Ambient,14,2026-02-12
2026-02-12 14:17:00,1.53,210.9,0.0,24.47,39.47,46.33,1010.2,93.95,93.95,406.0,61.0,21.0,243.0,264.42,249.91,Ambient,14,2026-02-12
2026-02-12 14:18:00,1.5,210.9,0.0,24.5,39.24,46.33,1010.2,94.0,94.0,405.95,61.0,21.0,242.32,264.0,249.05,Ambient,14,2026-02-12
2026-02-12 14:19:00,1.54,210.9,0.0,24.53,39.14,46.83,1010.2,94.0,94.0,406.0,61.0,21.0,242.72,264.0,249.58,Ambient,14,2026-02-12
2026-02-12 14:20:00,1.55,210.9,0.0,24.53,39.23,46.33,1010.2,94.0,94.0,406.0,61.0,21.0,243.0,264.3,250.0,Ambient,14,2026-02-12
2026-02-12 14:21:00,1.52,210.9,0.0,24.52,39.31,46.17,1010.2,94.0,94.0,406.0,60.74,21.0,243.0,264.6,249.99,Ambient,14,2026-02-12
2026-02-12 14:22:00,1.5,210.9,0.0,24.54,39.2,46.5,1010.2,94.0,94.0,406.0,60.0,21.0,242.97,264.0,249.43,Ambient,14,2026-02-12
2026-02-12 14:23:00,1.46,210.9,0.0,24.56,39.03,46.67,1010.15,94.03,94.03,405.41,60.0,21.0,242.14,264.0,249.0,Ambient,14,2026-02-12
2026-02-12 14:24:00,1.48,210.9,0.0,24.58,38.95,46.67,1010.13,95.0,95.0,405.35,60.0,21.0,242.02,264.0,249.0,Ambient,14,2026-02-12
2026-02-12 14:25:00,1.48,210.9,0.0,24.59,38.89,46.67,1010.1,95.0,95.0,405.02,60.0,21.0,242.0,264.0,249.0,Ambient,14,2026-02-12
2026-02-12 14:26:00,1.47,210.9,0.0,24.58,38.99,45.67,1010.1,95.0,95.0,405.0,60.0,20.91,242.0,264.0,249.0,Ambient,14,2026-02-12
2026-02-12 14:27:00,1.5,210.9,0.0,24.58,39.03,45.5,1010.1,95.0,95.0,405.0,60.0,20.29,242.47,264.0,249.22,Ambient,14,2026-02-12
2026-02-12 14:28:00,1.5,210.9,0.0,24.57,39.17,46.0,1010.1,94.29,94.29,405.0,59.49,20.0,243.0,264.77,250.0,Ambient,14,2026-02-12
2026-02-12 14:29:00,1.5,210.9,0.0,24.62,39.28,45.83,1010.02,94.3,94.3,405.0,59.0,20.0,243.0,265.0,250.0,Ambient,14,2026-02-12
2026-02-12 14:30:00,1.5,210.9,0.0,24.65,39.24,46.5,1010.02,94.0,94.0,405.0,59.0,20.0,243.0,265.0,250.0,Ambient,14,2026-02-12
2026-02-12 14:31:00,1.55,210.9,0.0,24.67,39.29,46.67,1010.0,94.0,94.0,404.97,59.0,20.0,243.27,265.05,250.27,Ambient,14,2026-02-12
2026-02-12 14:32:00,1.63,210.9,0.0,24.7,39.73,47.0,1010.0,94.0,94.0,405.36,59.0,20.0,244.27,266.27,251.68,Ambient,14,2026-02-12
2026-02-12 14:33:00,1.64,210.9,0.0,24.68,39.97,46.67,1010.0,94.0,94.0,405.08,58.95,20.0,244.56,266.5,251.86,Ambient,14,2026-02-12
2026-02-12 14:34:00,1.57,210.9,0.0,24.67,40.04,47.17,1010.0,94.0,94.0,405.0,58.0,20.0,244.21,266.23,251.6,Ambient,14,2026-02-12
2026-02-12 14:35:00,1.57,210.9,0.0,24.67,39.99,46.67,1009.95,94.0,94.0,405.0,58.0,20.0,244.0,266.0,251.07,Ambient,14,2026-02-12
2026-02-12 14:36:00,1.59,210.9,0.0,24.65,39.81,46.5,1009.93,94.74,94.74,405.0,58.0,20.0,244.0,266.0,251.0,Ambient,14,2026-02-12
2026-02-12 14:37:00,1.6,210.9,0.0,24.64,39.74,46.5,1009.9,95.0,95.0,405.57,58.0,20.0,244.0,266.0,251.0,Ambient,14,2026-02-12
2026-02-12 14:38:00,1.53,210.9,0.0,24.6,39.64,46.33,1009.9,95.0,95.0,405.84,58.0,20.0,243.77,265.32,250.28,Ambient,14,2026-02-12
2026-02-12 14:39:00,1.52,210.9,0.0,24.6,39.58,47.33,1009.9,95.0,95.0,405.88,58.0,20.0,243.05,265.0,250.0,Ambient,14,2026-02-12
2026-02-12 14:40:00,1.57,210.9,0.0,24.6,39.6,46.67,1009.88,95.16,95.16,406.0,58.4,20.0,243.8,265.77,250.07,Ambient,14,2026-02-12
2026-02-12 14:41:00,1.54,210.9,0.0,24.57,39.6,46.17,1009.8,95.81,95.81,406.0,58.0,20.0,243.0,265.0,250.0,Ambient,14,2026-02-12
2026-02-12 16:26:00,1.77,81.36,0.72,23.03,44.25,53.2,1009.16,96.0,96.0,404.68,60.1,18.0,244.97,270.0,251.0,Ambient,16,2026-02-12
2026-02-12 16:27:00,1.76,84.57,0.76,23.01,44.39,54.17,1009.12,96.02,96.02,404.02,60.0,18.0,244.8,270.0,251.0,Ambient,16,2026-02-12
2026-02-12 16:28:00,1.73,84.6,0.82,22.99,44.41,53.17,1009.1,96.14,96.14,403.86,60.0,18.0,244.5,270.0,251.0,Ambient,16,2026-02-12
2026-02-12 16:29:00,1.76,71.02,0.54,22.97,44.48,51.83,1009.12,96.83,96.83,403.02,60.0,18.0,244.36,270.03,251.0,Ambient,16,2026-02-12
2026-02-12 16:30:00,1.78,99.0,0.09,22.94,44.51,51.5,1009.2,97.0,97.0,403.0,60.45,18.0,244.5,270.34,251.0,Ambient,16,2026-02-12
2026-02-12 16:31:00,1.8,87.43,0.56,22.89,44.77,52.17,1009.2,97.0,97.0,403.0,60.46,18.0,244.98,271.0,251.0,Ambient,16,2026-02-12
2026-02-12 16:32:00,1.78,77.25,0.74,22.83,44.95,53.33,1009.2,97.0,97.0,402.24,60.0,18.0,245.0,271.0,251.0,Ambient,16,2026-02-12
2026-02-12 16:33:00,1.73,79.12,0.75,22.77,44.93,52.0,1009.2,97.0,97.0,402.0,60.0,18.0,244.19,270.79,251.0,Ambient,16,2026-02-12
2026-02-12 16:34:00,1.67,87.17,0.6,22.76,44.91,52.17,1009.2,97.0,97.0,401.03,59.75,18.0,244.0,270.0,250.89,Ambient,16,2026-02-12
2026-02-12 16:35:00,1.65,84.43,0.66,22.71,44.91,52.5,1009.2,97.0,97.0,401.07,59.07,18.0,244.0,270.0,250.37,Ambient,16,2026-02-12
2026-02-12 16:36:00,1.65,84.75,0.74,22.7,44.91,51.83,1009.2,97.0,97.0,401.0,59.0,18.0,244.0,270.0,250.0,Ambient,16,2026-02-12
2026-02-12 16:37:00,1.63,84.02,0.77,22.65,45.1,52.83,1009.2,97.0,97.0,400.69,59.0,18.0,244.0,270.0,250.02,Ambient,16,2026-02-12
2026-02-12 16:38:00,1.65,76.58,0.72,22.61,45.28,51.33,1009.2,97.0,97.0,400.02,59.0,18.0,244.0,270.0,250.5,Ambient,16,2026-02-12
2026-02-12 16:39:00,1.6,82.62,0.8,22.57,45.29,51.67,1009.2,97.0,97.0,400.0,58.25,17.49,244.0,270.0,250.52,Ambient,16,2026-02-12
2026-02-12 16:40:00,1.61,97.17,0.62,22.54,45.41,51.0,1009.2,97.0,97.0,400.0,58.0,17.0,244.0,270.0,250.98,Ambient,16,2026-02-12
2026-02-12 16:41:00,1.61,85.33,0.75,22.53,45.5,51.0,1009.2,97.0,97.0,399.96,58.0,17.0,244.0,270.0,250.67,Ambient,16,2026-02-12
2026-02-12 16:42:00,1.6,63.13,0.69,22.54,45.33,50.67,1009.2,97.64,97.64,399.36,58.0,17.0,244.0,270.0,250.08,Ambient,16,2026-02-12
2026-02-12 16:43:00,1.6,81.35,0.69,22.53,45.27,50.67,1009.2,98.0,98.0,399.61,58.0,17.02,244.0,270.0,250.05,Ambient,16,2026-02-12
2026-02-12 16:44:00,1.69,85.98,0.59,22.53,45.61,50.83,1009.2,98.0,98.0,400.0,58.0,17.0,244.25,270.83,251.0,Ambient,16,2026-02-12
2026-02-12 16:45:00,1.73,84.23,0.67,22.54,45.84,51.33,1009.2,98.0,98.0,400.1,58.0,17.98,245.0,271.44,251.0,Ambient,16,2026-02-12
2026-02-12 16:46:00,1.74,77.28,0.73,22.58,45.93,51.0,1009.2,98.0,98.0,400.08,58.0,18.0,245.0,272.0,251.0,Ambient,16,2026-02-12
2026-02-12 16:47:00,1.8,87.35,0.76,22.57,45.9,51.5,1009.2,98.49,98.49,400.02,58.08,18.0,245.0,272.0,251.02,Ambient,16,2026-02-12
2026-02-12 16:48:00,2.0,86.67,0.63,22.58,45.99,50.5,1009.2,102.98,102.98,400.87,60.72,18.53,245.0,272.88,251.71,Ambient,16,2026-02-12
2026-02-12 16:49:00,2.07,88.58,0.72,22.57,45.88,50.67,1009.2,103.75,103.75,401.02,61.58,19.0,245.0,273.02,251.42,Ambient,16,2026-02-12
2026-02-12 16:50:00,2.13,84.5,0.47,22.6,46.14,51.5,1009.22,103.0,103.0,401.52,62.0,19.0,245.27,273.52,252.17,Ambient,16,2026-02-12
2026-02-12 16:51:00,2.32,91.47,0.57,22.64,46.78,50.17,1009.2,103.05,103.05,402.83,62.35,19.0,246.31,275.27,253.3,Ambient,16,2026-02-12
2026-02-12 16:52:00,2.54,92.55,0.75,22.64,49.28,50.17,1009.2,101.13,101.13,402.63,63.25,18.75,249.71,279.08,257.44,Ambient,16,2026-02-12
2026-02-12 16:53:00,2.53,98.1,0.68,22.72,50.96,51.5,1009.2,98.56,98.56,399.93,61.6,18.0,251.67,281.4,259.75,Ambient,16,2026-02-12
2026-02-12 16:54:00,2.52,86.67,0.76,22.84,52.05,53.33,1009.2,97.02,97.02,397.68,60.29,17.04,253.09,282.9,261.73,Ambient,16,2026-02-12
2026-02-12 16:55:00,2.51,90.43,0.74,22.92,52.83,55.0,1009.2,95.99,95.99,394.97,59.33,17.0,254.2,283.81,262.85,Ambient,16,2026-02-12
2026-02-12 16:56:00,2.4,87.83,0.69,23.02,53.13,54.5,1009.2,95.0,95.0,392.23,58.2,16.03,255.0,284.0,263.36,Ambient,16,2026-02-12
2026-02-12 16:57:00,2.37,91.4,0.75,23.1,53.45,55.67,1009.2,94.24,94.24,390.02,57.22,16.0,255.4,284.72,264.0,Ambient,16,2026-02-12
2026-02-12 16:58:00,2.31,81.63,0.7,23.21,53.6,55.67,1009.23,93.83,93.83,387.67,56.1,15.47,255.75,284.5,264.35,Ambient,16,2026-02-12
2026-02-12 16:59:00,2.26,84.02,0.67,23.28,53.79,57.0,1009.25,93.08,93.08,385.79,55.38,15.0,256.0,285.0,265.0,Ambient,16,2026-02-12
2026-02-12 17:00:00,2.17,89.4,0.72,23.38,53.59,56.83,1009.2,93.02,93.02,384.74,54.88,15.0,256.0,284.2,264.67,Ambient,17,2026-02-12
2026-02-12 17:01:00,2.09,83.08,0.76,23.46,53.4,56.5,1009.22,93.0,93.0,383.22,54.0,15.0,255.83,283.8,264.51,Ambient,17,2026-02-12
2026-02-12 17:02:00,2.08,83.32,0.67,23.5,52.99,57.17,1009.2,93.4,93.4,383.96,54.0,15.0,255.06,283.0,264.0,Ambient,17,2026-02-12
2026-02-12 17:03:00,2.18,81.42,0.72,23.56,53.11,56.17,1009.28,93.88,93.88,384.56,54.0,15.0,255.75,283.21,264.08,Ambient,17,2026-02-12
2026-02-12 17:04:00,2.14,85.12,0.74,23.59,53.37,57.0,1009.3,93.19,93.19,384.67,53.54,15.0,256.0,284.0,264.98,Ambient,17,2026-02-12
2026-02-12 17:05:00,2.03,79.08,0.68,23.64,53.15,57.0,1009.3,93.0,93.0,383.25,53.0,14.65,256.0,283.11,264.33,Ambient,17,2026-02-12
2026-02-12 17:06:00,1.95,86.42,0.71,23.68,52.97,56.67,1009.3,93.0,93.0,382.19,52.33,14.0,255.36,282.64,264.08,Ambient,17,2026-02-12
2026-02-12 17:07:00,1.93,93.37,0.72,23.72,52.86,56.17,1009.3,93.0,93.0,381.08,52.0,14.0,255.09,282.0,264.0,Ambient,17,2026-02-12
2026-02-12 17:08:00,1.85,84.07,0.72,23.74,52.73,56.5,1009.3,93.0,93.0,381.0,51.45,14.0,255.0,281.7,263.84,Ambient,17,2026-02-12
2026-02-12 17:09:00,1.8,97.88,0.54,23.75,52.34,58.2,1009.3,93.0,93.0,380.5,51.0,14.0,254.56,280.98,263.21,Ambient,17,2026-02-12
2026-02-12 17:10:00,1.71,83.1,0.76,23.77,51.23,57.17,1009.3,93.36,93.36,381.29,51.0,14.0,253.32,279.2,261.59,Ambient,17,2026-02-12
2026-02-12 17:11:00,1.61,82.0,0.78,23.74,50.5,55.5,1009.3,94.0,94.0,383.49,51.0,14.0,252.07,277.53,260.15,Ambient,17,2026-02-12
2026-02-12 17:12:00,1.54,83.78,0.8,23.75,49.62,53.5,1009.3,94.83,94.83,384.86,50.66,14.0,250.81,275.92,258.69,Ambient,17,2026-02-12
2026-02-12 17:13:00,1.44,81.33,0.83,23.72,48.58,54.33,1009.3,95.0,95.0,385.63,50.0,14.0,249.5,274.17,257.0,Ambient,17,2026-02-12
2026-02-12 17:14:00,1.33,80.73,0.79,23.7,47.85,53.0,1009.3,95.61,95.61,386.0,50.0,14.02,248.53,272.86,256.1,Ambient,17,2026-02-12
2026-02-12 17:15:00,1.35,77.72,0.71,23.65,47.48,53.67,1009.3,96.0,96.0,386.78,50.0,14.83,248.0,272.0,255.0,Ambient,17,2026-02-12
2026-02-12 17:16:00,1.29,79.13,0.69,23.61,47.27,53.5,1009.3,96.0,96.0,387.86,50.42,15.0,247.55,271.5,254.68,Ambient,17,2026-02-12
2026-02-12 17:17:00,1.3,80.1,0.75,23.54,46.82,54.0,1009.3,96.6,96.6,388.45,50.89,15.0,246.83,270.69,253.86,Ambient,17,2026-02-12
2026-02-12 17:18:00,1.26,79.65,0.68,23.54,46.48,52.5,1009.3,97.0,97.0,389.0,51.0,15.0,246.0,269.96,253.0,Ambient,17,2026-02-12
2026-02-12 17:19:00,1.33,74.77,0.75,23.49,46.13,53.0,1009.3,97.33,97.33,390.0,51.0,15.08,246.0,269.5,252.89,Ambient,17,2026-02-12
2026-02-12 17:20:00,1.44,75.98,0.73,23.39,46.15,52.17,1009.3,98.0,98.0,392.07,52.04,16.0,245.86,270.0,252.65,Ambient,17,2026-02-12
2026-02-12 17:21:00,1.69,81.86,0.68,23.31,48.0,52.4,1009.3,96.88,96.88,393.24,53.0,16.16,247.78,272.68,255.44,Ambient,17,2026-02-12
2026-02-12 17:22:00,1.71,84.87,0.71,23.32,49.51,54.0,1009.3,95.35,95.35,389.95,52.98,15.67,249.78,275.61,257.88,Ambient,17,2026-02-12
2026-02-12 17:23:00,1.69,86.63,0.73,23.3,50.2,53.5,1009.3,94.58,94.58,387.5,52.06,15.0,250.6,276.42,258.83,Ambient,17,2026-02-12
2026-02-12 17:24:00,1.69,81.45,0.6,23.33,50.81,55.33,1009.3,94.0,94.0,385.5,51.72,15.0,251.2,277.22,259.76,Ambient,17,2026-02-12
2026-02-12 17:25:00,1.61,85.75,0.73,23.36,51.2,55.83,1009.32,93.25,93.25,383.06,51.0,14.53,252.0,278.0,260.13,Ambient,17,2026-02-12
2026-02-12 17:26:00,1.65,82.85,0.53,23.38,51.46,54.5,1009.33,93.0,93.0,381.68,51.0,14.0,252.0,278.24,260.46,Ambient,17,2026-02-12
2026-02-12 17:27:00,1.64,83.65,0.7,23.42,51.67,55.33,1009.4,93.0,93.0,380.98,50.24,14.0,252.38,279.0,261.0,Ambient,17,2026-02-12
2026-02-12 17:28:00,1.6,85.97,0.76,23.44,51.5,55.83,1009.4,93.0,93.0,380.04,50.0,14.0,252.0,278.63,260.63,Ambient,17,2026-02-12
2026-02-12 17:29:00,1.58,86.95,0.78,23.43,51.53,55.83,1009.4,93.0,93.0,379.33,50.0,14.0,252.05,278.71,260.8,Ambient,17,2026-02-12
2026-02-12 17:30:00,1.55,85.9,0.81,23.43,51.68,55.5,1009.42,93.0,93.0,378.33,49.8,14.0,252.66,279.0,261.0,Ambient,17,2026-02-12
2026-02-12 17:31:00,1.54,83.98,0.7,23.44,51.62,56.33,1009.5,93.0,93.0,377.99,49.12,14.0,252.13,279.0,261.0,Ambient,17,2026-02-12
2026-02-12 17:32:00,1.53,83.08,0.74,23.46,51.71,56.83,1009.5,92.94,92.94,377.44,49.0,14.0,252.18,279.0,260.98,Ambient,17,2026-02-12
2026-02-12 17:33:00,1.53,81.78,0.78,23.46,51.72,57.33,1009.5,92.91,92.91,377.0,49.0,14.0,252.25,278.89,261.0,Ambient,17,2026-02-12
2026-02-12 17:34:00,1.42,84.45,0.74,23.46,51.25,57.83,1009.5,92.95,92.95,377.0,49.0,14.0,251.88,278.33,260.16,Ambient,17,2026-02-12
2026-02-12 17:35:00,1.27,83.13,0.79,23.46,50.01,55.83,1009.5,93.15,93.15,377.5,49.0,14.0,250.41,276.02,258.05,Ambient,17,2026-02-12
2026-02-12 17:36:00,1.16,80.05,0.8,23.44,49.03,54.83,1009.5,94.0,94.0,378.53,49.0,14.0,248.72,273.83,256.38,Ambient,17,2026-02-12
2026-02-12 17:37:00,1.09,75.93,0.72,23.41,48.29,53.17,1009.6,94.0,94.0,379.47,49.0,14.0,247.79,272.25,255.0,Ambient,17,2026-02-12
2026-02-12 17:38:00,1.12,80.93,0.74,23.41,48.31,52.83,1009.6,94.0,94.0,380.06,49.0,14.0,248.0,272.39,255.44,Ambient,17,2026-02-12
2026-02-12 17:39:00,1.09,81.65,0.84,23.36,47.82,51.75,1009.6,94.91,94.91,380.44,49.0,14.0,247.09,271.67,254.2,Ambient,17,2026-02-12
2026-02-12 17:40:00,1.19,85.7,0.85,23.3,46.86,51.0,1009.6,92.97,92.97,384.63,49.0,13.32,246.16,272.44,252.63,Ambient,17,2026-02-12
2026-02-12 17:41:00,1.03,79.27,0.79,23.25,46.64,52.33,1009.6,96.21,96.21,385.03,48.74,13.0,245.03,270.28,252.0,Ambient,17,2026-02-12
2026-02-12 17:42:00,1.16,85.47,0.77,23.23,46.86,52.83,1009.6,97.0,97.0,386.22,49.0,13.97,245.92,269.94,252.58,Ambient,17,2026-02-12
2026-02-12 17:43:00,1.17,87.13,0.82,23.17,46.71,52.5,1009.6,97.0,97.0,387.13,49.93,14.02,245.7,270.0,252.18,Ambient,17,2026-02-12
2026-02-12 17:44:00,1.32,86.98,0.83,23.11,46.87,51.83,1009.63,97.5,97.5,388.42,50.16,15.0,245.58,270.31,252.33,Ambient,17,2026-02-12
2026-02-12 17:45:00,1.35,79.18,0.67,23.05,47.1,52.5,1009.65,98.0,98.0,389.97,51.0,15.0,246.0,271.0,252.83,Ambient,17,2026-02-12
2026-02-12 17:46:00,1.35,82.04,0.81,23.01,46.87,51.8,1009.64,98.0,98.0,391.22,51.89,15.83,245.52,270.7,252.37,Ambient,17,2026-02-12
2026-02-12 17:47:00,1.31,83.34,0.7,22.97,46.48,51.0,1009.7,98.0,98.0,391.0,52.0,16.0,245.0,270.0,251.31,Ambient,17,2026-02-12
